Bus Name,Routes
Shadhin (স্বাধীন),⇄ Bosila (বসিলা) ⇄ Mohammadpur (মোহাম্মদপুর) ⇄ Asad Gate (আসাদ গেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Mogbazar (মগবাজার) ⇄ Mouchak (মৌচাক) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Hazipara (হাজীপাড়া) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Banasree (বনশ্রী) ⇄ Demra Staff Quarter (ডেমরা স্টাফ কোয়ার্টার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Shadhin Express (স্বাধীন এক্সপ্রেস),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Babubazar (বাবুবাজার) ⇄ Keraniganj (কেরাণীগঞ্জ) ⇄ Kadamtali (কদমতলী) ⇄ Rajendrapur (রাজেন্দ্রপুর) ⇄ Maowa (মাওয়া)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Shahria Enterprise (শাহরিয়া এন্টারপ্রাইজ),⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Shukrabad (শুক্রাবাদ) ⇄ Kalabagan (কলাবাগান) ⇄ City College (সিটি কলেজ) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Katabon (কাটাবন) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Kakrail (কাকরাইল) ⇄ Arambagh (আরামবাগ) ⇄ Motijheel (মতিঝিল) ⇄ Ittefaq Moor (ইত্তেফাক মোড়) ⇄ Tikatuli (টিকাটুলি) ⇄ Dayagonj (দয়াগঞ্জ) ⇄ Gandaria (গেন্ডারিয়া) ⇄ Jurain (জুরাইন) ⇄ Postogola (পোস্তগোলা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Shatabdi (শতাব্দি),⇄ Motijheel (মতিঝিল) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Mogbazar (মগবাজার) ⇄ Sat rasta (সাত রাস্তা) ⇄ Nabisco (নাবিস্কো) ⇄ Mohakhali (মহাখালী) ⇄ Chairman Bari (চেয়ারম্যান বাড়ী) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Kamarpara (কামারপাড়া)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Shikhor Paribahan (শিখর পরিবহন),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Gulistan (গুলিস্তান) ⇄ Janapoth Moor (জনপথ মোড়) ⇄ Jatrabari (যাত্রাবাড়ি)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Shikhor Paribahan (শিখর পরিবহন),⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Agargaon (আগারগাঁও) ⇄ IDB (আইডিবি) ⇄ Taltola (তালতলা) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Kazipara (কাজীপাড়া) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 12 (মিরপুর ১২)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Suveccha (শুভেচ্ছা),⇄ Chittagong Road (চট্টগ্রাম রোড) ⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ Chankhar Pul (চাঁকহার পুল) ⇄ Bakshi Bazar (বকশী বাজার) ⇄ Dhakeshwari (ঢাকেশ্বরী) ⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Asad Gate (আসাদ গেট) ⇄ College Gate (কলেজ গেট) ⇄ Shishu Mela (শিশু মেলা) ⇄ Shyamoli (শ্যামলী) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Darussalam (দারুস্সালাম) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Savar (সাভার) ⇄ Nobinagar (নবীনগর) ⇄ Baipayl (বাইপাইল) ⇄ Zirani Bazar (জিরানী বাজার) ⇄ Nandan Park (নন্দন পার্ক) ⇄ Chandra (চন্দ্রা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Suvojatri (শুভযাত্রী),⇄ Fulbaria (ফুলবাড়িয়া) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Bata Signal (বাটা সিগন্যাল) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Asad Gate (আসাদ গেট) ⇄ College Gate (কলেজ গেট) ⇄ Shishu Mela (শিশু মেলা) ⇄ Shyamoli (শ্যামলী) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Darussalam (দারুস্সালাম) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Manikganj (মানিকগঞ্জ)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Siam Transport (সিয়াম ট্রান্সপোর্ট),⇄ Banasree (বনশ্রী) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Badda (বাড্ডা) ⇄ Shahjadpur (শাহজাদপুর) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Kamarpara (কামারপাড়া) ⇄ Dhour (ঢাউর) ⇄ Beribadh (বেড়িবাঁধ) ⇄ Ashulia (আশুলিয়া) ⇄ Zirabo (জিরাবো) ⇄ Fantasy Kingdom (ফ্যান্টাসি কিংডম) ⇄ Jamgora (জামগড়া) ⇄ Shimultola (সিমুলতলা) ⇄ Baipayl (বাইপাইল) ⇄ Palli Bidyut (পল্লী বিদ্যুৎ) ⇄ Savar Cantonment (সাভার ক্যান্টনমেন্ট) ⇄ Nobinagar (নবীনগর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Skyline (স্কাই লাইন),⇄ Sadarghat (সদরঘাট) ⇄ Ray Saheb Bazar (রায় সাহেব বাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Nabisco (নাবিস্কো) ⇄ Mohakhali (মহাখালী) ⇄ Chairman Bari (চেয়ারম্যান বাড়ী) ⇄ Sainik Club (সৈনিক ক্লাব) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ Staff Road (স্টাফ রোড) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী) ⇄ Station Road (স্টেশন রোড) ⇄ Mill Gate (মিল গেট) ⇄ Board Bazar (বোর্ড বাজার) ⇄ Gazipur Chourasta (গাজীপুর চৌরাস্তা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Somota Paribahan (সমতা পরিবহন),⇄ Chittagong Road (চট্টগ্রাম রোড) ⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ Chankhar Pul (চাঁকহার পুল) ⇄ Bakshi Bazar (বকশী বাজার) ⇄ Dhakeshwari (ঢাকেশ্বরী) ⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Asad Gate (আসাদ গেট) ⇄ College Gate (কলেজ গেট) ⇄ Shishu Mela (শিশু মেলা) ⇄ Shyamoli (শ্যামলী) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Darussalam (দারুস্সালাম) ⇄ Technical (টেকনিক্যাল) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Abdullahpur (আব্দুল্লাহপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Somoy (সময়),⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Janapoth Moor (জনপথ মোড়) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Agargaon (আগারগাঁও) ⇄ IDB (আইডিবি) ⇄ Taltola (তালতলা) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Kazipara (কাজীপাড়া) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 12 (মিরপুর ১২)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Somoy Niyantran (সময় নিয়ন্ত্রণ),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Babubazar (বাবুবাজার) ⇄ Keraniganj (কেরাণীগঞ্জ)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Super (সুপার),⇄ Gulistan (গুলিস্তান) ⇄ Shahbag (শাহবাগ) ⇄ Farmgate (ফার্মগেট) ⇄ Shyamoli (শ্যামলী) ⇄ Gabtoli (গাবতলি) ⇄ Savar (সাভার) ⇄ Nobinagar (নবীনগর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Supravat (সুপ্রভাত),⇄ Victoria Park (ভিক্টোরিয়া পার্ক) ⇄ Sadarghat (সদরঘাট) ⇄ Ray Saheb Bazar (রায় সাহেব বাজার) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Hazipara (হাজীপাড়া) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Badda (বাড্ডা) ⇄ Shahjadpur (শাহজাদপুর) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Swajan Paribahan (স্বজন পরিবহন),⇄ Savar (সাভার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Amin Bazar (আমিন বাজার) ⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Ray Saheb Bazar (রায় সাহেব বাজার) ⇄ Sadarghat (সদরঘাট)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Talukdar (তালুকদার),⇄ Chiriyakhana (চিরিয়াখানা) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Mogbazar (মগবাজার) ⇄ Mouchak (মৌচাক) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mugdapara (মুগদাপাড়া) ⇄ Rajarbag (রাজারবাগ) ⇄ Khilgaon flyover (খিলগাঁও ফ্লাইওভার) ⇄ Bashabo (বাসাবো) ⇄ Mugdapara (মুগদাপাড়া) ⇄ Manik Nagar (মানিক নগর) ⇄ Golapbagh Chowrasta (গোলাপবাগ চৌরাস্তা) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Janapoth Moor (জনপথ মোড়) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Kazla (কাজলা) ⇄ Shonir Akhra (শনির আখরা) ⇄ Rayerbag (রায়েরবাগ) ⇄ Matuail (মাতুয়াইল) ⇄ Sign Board (সাইন বোর্ড) ⇄ Sanarpar (সানারপাড়) ⇄ Chittagong Road (চট্টগ্রাম রোড)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Tanjil Paribahan (তানজিল পরিবহন),⇄ Chiriyakhana (চিরিয়াখানা) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Ray Saheb Bazar (রায় সাহেব বাজার) ⇄ Sadarghat (সদরঘাট)⏰ Starting Time: 05:30 AM & Closing Time: 10:30 PM🚌 Seating Service Type: Semi-Seating Service 
Taranga Plus (তরঙ্গ প্লাস),⇄ Mohammadpur (মোহাম্মদপুর) ⇄ Shankar (শঙ্কর) ⇄ Star Kabab (স্টার কাবাব) ⇄ Dhanmondi 15 (ধানমন্ডি ১৫) ⇄ Jigatola (জিগাতোলা) ⇄ City College (সিটি কলেজ) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Bata Signal (বাটা সিগন্যাল) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Hazipara (হাজীপাড়া) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Banasree (বনশ্রী) ⇄ South Banasree (দক্ষিণ বনশ্রী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Tetulia (তেতুলিয়া),⇄ Shia Masjid (শিয়া মসজিদ) ⇄ Japan Garden City (জাপান গার্ডেন সিটি) ⇄ Ring Road (রিং রোড) ⇄ Adabor (আদাবর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ Agargaon (আগারগাঁও) ⇄ Taltola (তালতলা) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Kazipara (কাজীপাড়া) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Purobi (পুরবী) ⇄ Pallabi (পল্লবী) ⇄ Kalshi (কালশী) ⇄ ECB Square (ইসিবি স্কয়ার) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Thikana (ঠিকানা),⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ Chankhar Pul (চাঁকহার পুল) ⇄ Bakshi Bazar (বকশী বাজার) ⇄ Dhakeshwari (ঢাকেশ্বরী) ⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Asad Gate (আসাদ গেট) ⇄ College Gate (কলেজ গেট) ⇄ Shishu Mela (শিশু মেলা) ⇄ Shyamoli (শ্যামলী) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Darussalam (দারুস্সালাম) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Savar (সাভার) ⇄ Baipayl (বাইপাইল) ⇄ Zirani Bazar (জিরানী বাজার) ⇄ Nandan Park (নন্দন পার্ক) ⇄ Chandra (চন্দ্রা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Thikana Express (ঠিকানা এক্সপ্রেস),⇄ Shonbari Sreenagar (শনবাড়ি শ্রীনগর) ⇄ Nimtola (নিমতলা) ⇄ Kuchimura (কুচিমুড়া) ⇄ Rajendrapur (রাজেন্দ্রপুর) ⇄ Hasnabad (হাসনাবাদ) ⇄ Postogola (পোস্তগোলা) ⇄ Jurain (জুরাইন) ⇄ Dholairpar (ধলাইড়পাড়) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ Chankhar Pul (চাঁকহার পুল) ⇄ Bakshi Bazar (বকশী বাজার) ⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Asad Gate (আসাদ গেট) ⇄ College Gate (কলেজ গেট) ⇄ Shishu Mela (শিশু মেলা) ⇄ Shyamoli (শ্যামলী) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Darussalam (দারুস্সালাম) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Savar (সাভার) ⇄ Baipayl (বাইপাইল) ⇄ Zirani Bazar (জিরানী বাজার) ⇄ Nandan Park (নন্দন পার্ক) ⇄ Chandra (চন্দ্রা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
